Tweet,PositiveWord,NegativeWords,TotalPostive,TotalNegative,Polarity 
rt nprpolitics there is little difference between white and black americans on reluctance to take the coronavirus vaccine a new npr pbs ,nan,['reluctance'],0,1,Negative
rt rapporteurun today i urged the formation of an emergency coalition for the people of myanmar to take immediate coordinated action incl ,nan,['emergency'],0,1,Negative
 julesdramafan same i ve never had seasonal depression before but i think covid and dls combo got to me this year ,nan,['depression'],0,1,Negative
rt oliviawilde it was only a matter of time before we got a pov shot of a covid droplet this is unreal good drone operators are under a ,"['unreal', 'good']",nan,2,0,Positive
rt cdwgwagov how a tiny startup is reinventing the dvr for the cord cutter era blockchain youtube bitcoin covid music twitter art ,nan,nan,0,0,neutral
rt hamityanik eğer aşılar çok etkiliyse nüfusunun tamamını aşılayan i̇srail in vaka sayısı neden amerika nın vaka sayısından iki kat daha ,nan,nan,0,0,neutral
 albion rover damopelham3 i don t believe they have reduced the cycles they have dramatically reduced the use of ,nan,nan,0,0,neutral
rt greenhaze thread to all the women scared to reclaimthesestreets as a result of police intimidation around 10k fines for covid safe ,nan,"['scared', 'intimidation']",0,2,Negative
rt nygovcuomo today s update on the numbers total covid hospitalizations are at 4 617 of the 225 793 tests reported yesterday 6 600 ,nan,nan,0,0,neutral
rt rapplerdotcom breaking the philippines now has 616 611 confirmed covid 19 cases after the department of health reported 5 000 additio ,nan,['breaking'],0,1,Negative
 damecrusty thought at your age you would have had one weeks ago the vaccine i mean ,nan,nan,0,0,neutral
well orchestrated plan of buying time then deliver them to a neighbouring covid free state,"['well', 'free']",nan,2,0,Positive
rt elnacionalweb 13mar más de 30 000 videos eliminó youtube por desinformar sobre el covid 19 ,nan,nan,0,0,neutral
rt cbsnews on this day last year breonna taylor an emergency medical worker in louisville was shot and killed by police during a botch ,nan,"['emergency', 'killed', 'botch']",0,3,Negative
rt fightingpride93 i m a black trans woman with no income due to covid 19 so i need help to pay rent and for food mutualaid transcrow ,nan,nan,0,0,neutral
unable to express my views sarah everard vigil kate duchess of cambridge attends clapham common to pay tribute ,nan,['unable'],0,1,Negative
rt  fabioreis maricá é a primeira prefeitura do brasil que comprou doses de vacinas contra a covid 19 são 400 mil doses da sputnik v a ,nan,nan,0,0,neutral
rt lukeshaw23 this is unbelievable mate ,nan,['unbelievable'],0,1,Negative
 ,nan,nan,0,0,neutral
rt lukejohnsonrcp harries hancock whitty and vallance should all lose their jobs for the misery they ve caused but of course that woul ,nan,"['lose', 'misery']",0,2,Negative
rt sardiniapost dodici casi di variante inglese accertati a sarroch e ora il comune è finito sotto la lente della sanità per il numero ,nan,nan,0,0,neutral
ministro delgado presenta fiebre dolor de cabeza y malestares generales tras contraer covid 19 durante esta jor ,nan,nan,0,0,neutral
rt vsnnj eclecticradical indeed cuomo always has been a dem machine bully and centrist blowhard trash when they started praising him i ,nan,"['bully', 'trash']",0,2,Negative
rt bitoris eita a filha da bella e do edward poderosíssima contra corona,nan,nan,0,0,neutral
rt michaelbonvalot 1 akt ein busunternehmer mit sitz im tiroler arzl imst lobt die tolle demofahrt am 6 märz nach wien dichtgedräng ,nan,['die'],0,1,Negative
rt 4evernevertrump the rehabilitation of trump s covid 19 response in the media is fucking absurd we were all fucking there it was lit ,nan,"['fucking', 'absurd']",0,2,Negative
rt gofanhs mike duffy said on wednesday the gofan method is very positive for covid times and it allows them to go cashless h ,['positive'],nan,1,0,Positive
rt ioulovebot one year anniversary of covid nah one year anniversary of heartbreak weather by niall horan,nan,nan,0,0,neutral
 skyyywalkker senschumer i also said nothing about covid 19 keep it relevant ,nan,nan,0,0,neutral
 9livesofacougar ah that explains the disconnect in this case yes i m a fssw but i ve been on hiatus from in pe ,nan,nan,0,0,neutral
rt xxdzo yo se que igual y hay ratón escondido detrás de pasar a semáforo verde pero como personal de la salud puedo decirles que en real ,nan,nan,0,0,neutral
 ojo inemexico lorenzocordovav iepcjalisco alcaraz cross,nan,nan,0,0,neutral
rt philippemurer vaccin astrazeneca la norvège s inquiète d hémorragies cutanées chez les jeunes ceci est grave disent les autorit ,nan,nan,0,0,neutral
rt monicak83850597 top scientists advice on how to prevent covid 19 usa korea covid19 ,['top'],nan,1,0,Positive
 tedlieu nytimes washingtonpost politicians demand violating hipaa once again ted liar is showing his deliberat ,nan,['liar'],0,1,Negative
 mmjblair offer the vaccine to all adults they mean just a reminder matthancock i m not having it ,nan,['not'],0,1,Negative
hey i am hosting docmidnight8 s covid relief stream rn come support a good cause ,"['relief', 'support', 'good']",nan,3,0,Positive
 ,nan,nan,0,0,neutral
rt reuters health three health workers in norway who recently received the astrazeneca vaccine against covid 19 are being treated in hosp ,nan,nan,0,0,neutral
rt oscarram97 hola quería pedirles ayuda ya que por culpa del covid 19 me quedé sin trabajo hace un par de meses tengo un hijo de año y ,nan,['sin'],0,1,Negative
rt dachanazoa mi sobrina amada mi casi hija que vive en madrid tiene covid el monstruo nos ronda hasta que nos da el zarpazo le rega ,nan,nan,0,0,neutral
rt cascinanotizie covid 19 il portale per le vaccinazioni degli estremamente fragili on line dal 15 marzo ne potranno usufruire anche ,nan,nan,0,0,neutral
rt  fabioreis maricá é a primeira prefeitura do brasil que comprou doses de vacinas contra a covid 19 são 400 mil doses da sputnik v a ,nan,nan,0,0,neutral
rt quelopario  recién acaba de fallecer de covid el tío de mi cuñado 62 años sin patologías previas una persona adorable luchó 2 se ,nan,nan,1,1,neutral
rt monbazonde covid je crois à une cabale des médecins pro confinement ils veulent démontrer qu ils avaient raison en espagne tout ,nan,['tout'],0,1,Negative
rt screwydecimal library employees will qualify for the vaccine as not for profit workers who provide public facing services to new yor ,nan,nan,1,1,neutral
rt rbreich today after 528 000 deaths from covid 0 house republicans voted for covid relief on january 6 with no evidence of voter f ,['relief'],nan,1,0,Positive
wow just going full evil villain now are we making sure our billionaire pharma companies can make more money at th ,nan,nan,1,1,neutral
rt maxschrems it s really kinda amazing how the eu seems to export vaccines while the uk and the us allegedly does not with the end ,nan,nan,1,1,neutral
rt pantrinchita urgente rt necesitamos el medicamento olumiant baricitinib de 2 o 4 mg para paciente con covid contacto 0981285571 ,nan,nan,0,0,neutral
 por qué no se hace lo mismo en méxico a nuestras autoridades en la materia les pagan o qué ,nan,nan,0,0,neutral
rt tanyatalaga premier ford should publicly apologize to solmamakwa he made the ignorant remark publicly in the house and then he sh ,nan,nan,1,1,neutral
rt teezysooskep which vaccine should i get indica or sativa,nan,nan,0,0,neutral
rt joyannreid a short thread fact check of the very odd nytimes and washingtonpost attempts to credit trump for president biden s vacci ,nan,nan,1,1,neutral
rt dp satish byrathi basavaraj one of the 6 ministers who has got a stay on airing any objectionable contents including a cd meets heal ,nan,nan,1,1,neutral
rt laimarna 13mar etiqueta del día sigamoscuidándonos a un año de la pandemia por covid 19 podemos decir que la lucha por la ,nan,nan,0,0,neutral
giving a 4 month old a covid test is not a good time ,nan,nan,1,1,neutral
rt dewis207 padahal salah satu syarat klaim covid baru bisa cair itu hasil swab positif alias akal²an gimana dah yg swab negatif ya gak ,nan,nan,0,0,neutral
rt repjeffries republicans get america into trouble great depression great recession covid 19 hoax democrats get us out of it n ,nan,"['trouble', 'depression', 'recession', 'hoax']",0,4,Negative
rt aisman6 influencers py alerta roja por casos de covid son libres de usar sus redes como quieran pero no es necesario verlos de fies ,nan,nan,0,0,neutral
rt unmalpaso que eso es otra los veladores terrazas como decís por ahí arriba de los bares ocupan ahora el triple de espacio público ,nan,nan,0,0,neutral
rt drericding 3 the revelation follows the washington post s reporting in june that there had been multiple covid 19 cases reported at t ,['revelation'],nan,1,0,Positive
rt jeffjarvis excellent explanation of the impact ,['excellent'],nan,1,0,Positive
rt 9t 9p how many reasons does a good american citizen need to withdraw their consent 1776 to be governed by any republican asking ,['good'],nan,1,0,Positive
rt harrypottermage the paradigm has changed for the first time in a long time the covid 19 relief bill puts working people in our nati ,['relief'],nan,1,0,Positive
rt    tshego distinction guys cela nithi hooray ,"['distinction', 'hooray']",nan,2,0,Positive
rt jeffsekerak how s that injection doing past 3 months cdc says adverse reactions 31 079 total deaths 1 524 serious inj ,nan,['adverse'],0,1,Negative
vai ser fácil pro daniel ,nan,nan,0,0,neutral
rt salvadacchino1 covid 19 death rates higher in states with gop governors study ,nan,['death'],0,1,Negative
rt tedlieu dear nytimes amp washingtonpost the former president hid that he got vaccinated amp had no plan for vaccine rollout and pfizer ,nan,nan,0,0,neutral
delighted to see the vaccines rolling out to our customers hopefully we will be back to normality soon ,['delighted'],nan,1,0,Positive
rt rexglacer how do you open the border when the us will be vaccinated by may while canada will have next to nobody vaccinated in that ti ,nan,nan,0,0,neutral
rt greenhaze thread to all the women scared to reclaimthesestreets as a result of police intimidation around 10k fines for covid safe ,nan,"['scared', 'intimidation']",0,2,Negative
 beaveocleave chuckcallesto why are we who s behind this decision are taxpayers paying for our own demise we gi ,nan,['demise'],0,1,Negative
rt generalitat la comunitat valenciana con una tasa de incidencia de 50 56 roza el riesgo bajo de contagio por covid por primera vez ,nan,nan,0,0,neutral
rt isgoodrum china bolivia venezuela cuba and other global south countries support an ip waiver so generic covid vaccines can be mass ,['support'],nan,1,0,Positive
 alejandrochar enriquepenalosa ficogutierrez estos tres juntos es como si a un enfermo terminal colombia por cá ,nan,nan,0,0,neutral
rt timcast ok then we end all the restrictions and lockdowns because there is nothing we can do,nan,nan,0,0,neutral
 𝗔𝗡𝗧𝗘 𝗔𝗣𝗔𝗥𝗜𝗖𝗜𝗢𝗡 𝗗𝗘 𝗖𝗔𝗦𝗢𝗦 disponen cierre epidemiológico en dos centros penitenciarios ,nan,nan,0,0,neutral
 dancrenshawtx hope you invite the over 500k dead from covid oh wait ,nan,['dead'],0,1,Negative
rt mattgallowaycbc that s what colonialism looks like in 2021 solmamakwa this am on metromorning on being accused by premier ford of ,"['like', 'premier']",nan,2,0,Positive
 kijomba1 expected cause children went back to school so flu infections are high so that affects us,nan,['infections'],0,1,Negative
rt windhorse 1 gunntwitt kevinmkruse politifact vp mikeallen remember when trump promised 100m doses last oct and there were zero ,"['trump', 'promised']",nan,2,0,Positive
